每个字符对应的编码信息
29705	417
33410	840
29702	765
29701	416
24314	224
22114	138
25903	706
33426	491
33436	492
28095	368
33437	493
20445	61
33433	847
22025	137
24208	214
24211	215
24213	217
28100	369
24212	216
33510	498
24215	958
22030	1025
24217	939
39745	630
24220	945
20399	59
25942	264
24222	218
33521	499
24196	212
28118	948
24198	213
29808	858
28120	755
25925	1024
28129	370
24247	219
28142	371
33487	497
28145	372
29785	419
29790	420
24230	736
29791	911
25955	910
25958	265
22068	867
20381	58
22823	160
20919	81
20918	764
22825	161
20912	79
22827	710
20914	80
22826	162
31572	896
22836	712
31574	455
22839	836
25343	256
22840	163
29632	412
34164	779
36335	555
20892	869
25289	253
22799	158
22797	157
29682	415
40140	732
25308	255
29677	414
25307	254
20872	78
20869	77
22810	159
20864	76
29664	413
22880	167
36234	554
29595	409
40120	632
22885	168
34074	523
20976	704
29577	408
22899	780
20973	86
20975	87
20960	84
20961	879
27178	326
20964	85
29627	411
22855	164
40092	826
31526	453
22857	165
22856	728
27167	325
22862	166
31532	454
25242	252
29611	410
22865	1026
20937	82
29615	1027
22871	982
22868	963
20940	83
22869	989
27146	893
40065	631
36275	766
36164	548
25196	250
34255	895
36182	699
36190	550
38134	593
25215	251
36187	549
34241	525
36196	552
20754	819
25152	247
36195	551
25166	248
22914	169
38081	591
36203	553
38108	592
20747	66
25176	249
20848	73
20849	992
20851	74
20852	75
20853	898
20854	763
38050	883
20856	860
31616	456
20857	670
38054	590
25140	713
25143	870
20840	967
20843	70
20845	72
20844	71
25151	861
36125	543
36129	882
20822	69
34224	524
25096	244
25102	874
22982	170
20803	796
23002	695
25104	245
36149	544
38047	589
20805	724
23004	172
25115	246
20811	68
36153	545
20809	67
20808	878
36154	546
22996	171
36158	547
27494	329
22576	718
38271	597
31302	449
25581	260
22564	885
22561	841
22570	152
33883	908
31348	837
29422	868
27463	944
33889	516
27468	328
25552	259
33899	517
38215	596
27427	720
27425	834
33796	889
27431	327
29313	693
33805	513
38177	594
38182	595
22612	153
33829	514
33832	515
25494	802
22622	154
25463	258
38388	849
29256	979
34013	521
38376	656
31435	451
22696	156
29275	405
29273	404
22686	155
34028	522
31481	877
29281	406
34021	722
25438	846
29289	708
27611	332
35937	541
27604	330
27605	331
27607	890
31456	452
35946	542
20505	63
29305	407
22659	1004
31391	943
31389	1008
33922	518
22763	786
33945	519
35843	539
25386	257
31361	450
22756	794
20547	64
35895	824
20551	1032
25373	881
35874	540
29233	403
29239	972
25351	680
33970	520
22721	899
20572	65
40664	988
38464	961
26705	314
21400	785
26704	313
36842	564
21407	112
38471	604
31077	705
38470	603
40657	641
31080	716
40660	642
36838	848
26690	312
26691	688
38485	605
40654	640
40644	639
21382	682
21380	111
36855	839
36808	561
21439	744
24800	240
36801	560
24825	817
38518	873
36830	563
26725	709
36828	801
26726	315
31062	441
38517	606
36816	562
21414	113
31070	442
26646	308
38406	598
26641	833
24713	239
21465	116
21457	115
36797	558
23380	1019
21452	114
36798	559
21450	756
36793	772
23376	771
38428	599
23391	177
23388	862
23389	176
21442	852
26635	307
23385	921
29087	793
30977	777
40635	638
36745	556
26684	311
36741	759
21494	719
26681	310
21488	119
38442	767
21491	1012
21490	974
38452	723
21487	914
38450	600
36763	557
38451	601
36758	866
21476	117
40614	637
21477	118
38463	602
26666	309
21475	746
23435	743
23433	179
21270	97
23439	805
21271	98
36710	797
38593	608
23425	178
31206	448
38596	726
38597	609
38598	610
23451	970
23450	180
26825	320
21248	904
29031	818
40517	769
21253	95
23453	182
23452	181
21256	96
38634	1010
40560	635
31179	983
23467	725
21305	946
24681	238
23458	1015
21306	981
23459	183
40575	636
23481	740
24688	872
31192	447
38654	778
23487	184
40548	634
26862	729
23486	734
31185	446
38647	611
29004	813
23476	733
23478	679
21335	103
23500	186
38543	607
24576	234
21329	102
23494	185
21340	838
38534	655
21338	104
23519	707
28966	402
21315	100
31163	445
24594	235
21313	99
31161	444
21326	101
26757	317
24605	236
21322	1030
26753	316
31119	443
21360	108
23528	675
24609	237
21361	109
21363	110
26805	319
23551	187
21345	105
40481	633
21346	106
26791	318
40493	738
28937	401
21355	107
38738	614
38742	615
28909	400
38750	616
23041	173
23043	844
21147	676
23044	174
26970	321
26974	1000
21162	93
26976	322
21152	92
34382	526
28895	399
38761	999
21171	94
34398	658
38675	748
38686	830
21187	825
40857	644
38669	612
21202	737
38706	864
23162	175
38712	613
24917	243
20999	685
28783	397
40784	643
28789	398
27103	324
21015	88
24904	242
21017	957
21018	89
21035	929
38899	791
21033	90
30928	440
38902	620
38889	619
34527	528
21050	980
38886	618
40718	871
24863	774
27014	323
38797	617
21073	91
24847	241
30887	715
34444	527
30865	918
28689	1031
23273	991
